Sla_code	Sla_name	Total_pers	TSD_Code
37027	Hyde Park-Mysterton	2378	313
37031	Magnetic Island	3027	313
37033	Mt Louisa-Mt St John-Bohle	3707	313
37034	Mundingburra	4026	313
37038	Murray	6979	313
37041	North Ward-Castle Hill	6096	313
37044	Oonoonba-Idalia-Cluden	1788	313
37047	Pallarenda-Shelley Beach	1009	313
37051	Pimlico	2448	313
37054	Railway Estate	2771	313
37058	Rosslea	1878	313
37062	Rowes Bay-Belgian Gardens	2678	313
37065	South Townsville	2059	313
37068	Stuart-Roseneath	1197	313
37071	Vincent	2944	313
37074	West End (Townsville)	3527	313
37078	Wulguru	4803	313
36801	Kelso	7553	313
36804	Kirwan	15203	313
36807	Thuringowa (C) - Pt A Bal	15036	313
30950	Bowen (S)	14411	313
31900	Burdekin (S)	18957	313
32300	Charters Towers (C)	8893	313
32700	Dalrymple (S)	3669	313
33800	Hinchinbrook (S)	15579	313
36831	Thuringowa (C) - Pt B	6527	313
37084	Townsville (C) - Pt B	3109	313
32062	Cairns (C) - Barron	16913	314
32065	Cairns (C) - Central Suburbs	23698	314
32066	Cairns (C) - City	16035	314
32068	Cairns (C) - Mt Whitfield	11435	314
32072	Cairns (C) - Northern Suburbs	15498	314
32074	Cairns (C) - Trinity	26249	314
32076	Cairns (C) - Western Suburbs	11208	314
30200	Atherton (S)	10253	314
30250	Aurukun (S)	781	314
32078	Cairns (C) - Pt B	6990	314
32200	Cardwell (S)	10588	314
32501	Cook (S) (excl. Weipa)	6881	314
32504	Cook (S) - Weipa only	2200	314
32600	Croydon (S)	316	314
32800	Douglas (S)	14594	314
32900	Eacham (S)	6211	314
33100	Etheridge (S)	1280	314
33700	Herberton (S)	5181	314
34150	Johnstone (S)	20777	314
34850	Mareeba (S)	18188	314
36950	Torres (S)	8572	314
31950	Burke (S)	1431	315
32250	Carpentaria (S)	4271	315
32450	Cloncurry (S)	3898	315
33200	Flinders (S)	2232	315
34800	McKinlay (S)	1443	315
35250	Mornington (S)	1114	315
35300	Mount Isa (C)	22866	315
36300	Richmond (S)	1179	315
38809	Unincorp. Islands	0	315
43150	Kensington & Norwood (C)	8952	401
47980	Unley (C)	35097	401
46510	Prospect (C)	18516	401
48260	Walkerville (M)	6726	401
47070	St Peters (M)	8173	401
40070	Adelaide (C)	16115	401
46020	Port Adelaide (C)	37559	402
41822	Enfield (C) - Pt B	15563	402
42670	Hindmarsh and Woodville (C)	85157	402
42590	Henley & Grange (C)	13811	402
47770	Thebarton (M)	7530	402
48470	West Torrens (C)	42155	402
40700	Burnside (C)	38585	402
44060	Marion (C)	74317	402
42240	Glenelg (C)	12982	402
44340	Mitcham (C)	59289	402
40560	Brighton (C)	18149	402
41821	Enfield (C) - Pt A	44338	402
40910	Campbelltown (C) (SA)	44032	402
45530	Payneham (C)	15258	402
41610	East Torrens (DC)	6653	403
41680	Elizabeth (C)	25852	403
42030	Gawler (M)	16656	403
42450	Happy Valley (C)	36316	403
44900	Munno Para (C)	37634	403
45250	Noarlunga (C)	89377	403
47140	Salisbury (C)	108465	403
47350	Stirling (DC)	16150	403
47700	Tea Tree Gully (C)	92187	403
48610	Willunga (DC)	14234	403
48899	Unicorp. Western	26	403
41010	Ceduna (DC)	3559	404
49249	Unincorp. West Coast	738	404
43570	Le Hunte (DC)	1482	404
43220	Kimba (DC)	1224	404
41960	Franklin Harbor (DC)	1218	404
41190	Cleve (DC)	1884	404
41750	Elliston (DC)	1212	404
47910	Tumby Bay (DC)	2553	404
46300	Port Lincoln (C)	12182	404
43710	Lower Eyre Peninsula (DC)	3859	404
49179	Unincorp. Lincoln	31	404
47490	Streaky Bay (DC)	1925	404
44480	Morgan (DC)	1483	405
48120	Waikerie (DC)	4713	405
45460	Paringa (DC)	1753	405
46650	Renmark (M)	7835	405
40210	Barmera (DC)	4278	405
43780	Loxton (DC)	6836	405
40420	Berri (DC)	6752	405
49039	Unincorp. Riverland	177	405
46730	Ridley-Truro (DC)	2796	405
43080	Karoonda East Murray (DC)	1323	405
40630	Browns Well (DC)	289	405
43990	Mannum (DC)	3069	405
45040	Murray Bridge (RC)	15893	405
45880	Pinnaroo (DC)	1074	405
43430	Lameroo (DC)	1234	405
44130	Meningie (DC)	3826	405
45600	Peake (DC)	744	405
49109	Unincorp. Murray Mallee	0	405
41400	Coonalpyn Downs (DC)	1383	405
49589	Unincorp. Far North	6273	406
41330	Coober Pedy (DC)	3184	406
46970	Roxby Downs (M)	2670	406
49459	Unincorp. Pirie	367	406
42520	Hawker (DC)	498	406
42940	Kanyaka-Quorn (DC)	1444	406
40980	Carrieton (DC)	163	406
44830	Mount Remarkable (DC)	3037	406
45810	Peterborough (DC)	322	406
45390	Orroroo (DC)	882	406
48540	Whyalla (C)	23644	406
42740	Jamestown (DC)	2156	406
45740	Peterborough (M)	1855	406
49389	Unincorp. Whyalla	331	406
42380	Hallett (DC)	540	406
46950	Rocky River (DC)	2208	406
45950	Pirie (DC)	1442	406
46440	Port Pirie (C)	13960	406
41480	Crystal Brook-Redhill (DC)	2106	406
49529	Unincorp. Flinders Ranges	2196	406
46090	Port Augusta (C)	14244	406
43010	Kapunda (DC)	3324	407
43920	Mallala (DC)	6761	407
43640	Light (DC)	5892	407
40140	Angaston (DC)	6952	407
47560	Tanunda (DC)	4114	407
40280	Barossa (DC)	4991	407
44760	Mount Pleasant (DC)	2249	407
42310	Gumeracha (DC)	6034	407
45320	Onkaparinga (DC)	7585	407
44550	Mount Barker (DC)	20303	407
47420	Strathalbyn (DC)	6856	407
48750	Yankalilla (DC)	3538	407
46230	Port Elliot & Goolwa (DC)	7938	407
48050	Victor Harbor (DC)	8656	407
43290	Kingscote (DC)	3423	407
41540	Dudley (DC)	695	407
47630	Tatiara (DC)	6660	408
43360	Lacepede (DC)	2219	408
45180	Naracoorte (DC)	1878	408
43850	Lucindale (DC)	1274	408
45110	Naracoorte (M)	4674	408
46860	Robe (DC)	1277	408
45670	Penola (DC)	3248	408
40350	Beachport (DC)	1572	408
44200	Millicent (DC)	7247	408
44690	Mount Gambier (DC)	5010	408
46370	Port MacDonnell (DC)	2430	408
44620	Mount Gambier (C)	22037	408
40510	Blyth-Snowtown (DC)	1970	409
40770	Burra Burra (DC)	1824	409
40840	Bute (DC)	962	409
41040	Central Yorke Peninsula (DC)	4957	409
41120	Clare (DC)	4177	409
41890	Eudunda (DC)	1310	409
44270	Minlaton (DC)	2216	409
45280	Northern Yorke Peninsula (DC)	7594	409
46160	Port Broughton (DC)	1311	409
46790	Riverton (DC)	1596	409
46930	Robertstown (DC)	721	409
47000	Saddleworth & Auburn (DC)	2046	409
47280	Spalding (DC)	458	409
48190	Wakefield Plains (DC)	4454	409
48330	Wallaroo (M)	2289	409
48400	Warooka (DC)	1097	409
48820	Yorketown (DC)	2818	409
48969	Unicorp. Yorke	0	409
51310	Cambridge (T)	5	501
58570	Vincent (T)	5	501
57082	Perth (C) - Remainder	5	501
58510	Victoria Park (T)	25	501
57980	Subiaco (C)	5	501
56580	Nedlands (C)	5	501
57081	Perth (C) - Inner	5	501
57840	South Perth (C)	25	501
51750	Claremont (T)	5	501
52170	Cottesloe (T)	5	501
56930	Peppermint Grove (S)	5	501
55740	Mosman Park (T)	5	501
53150	East Fremantle (T)	20	501
53432	Fremantle (C) - Remainder	20	501
53431	Fremantle (C) - Inner	20	501
57914	Stirling (C) - Central	15	502
57915	Stirling (C) - Coastal	15	502
50420	Bayswater (C)	10	502
50350	Bassendean (T)	10	502
57916	Stirling (C) - South-Eastern	15	502
50490	Belmont (C)	25	502
55320	Melville (C)	20	502
51330	Canning (C)	25	502
58755	Wanneroo (C) - North-West	15	503
58753	Wanneroo (C) - North-East	15	503
58050	Swan (S)	10	503
56090	Mundaring (S)	10	503
58751	Wanneroo (C) - Central Coastal	15	503
58758	Wanneroo (C) - South-West	15	503
58757	Wanneroo (C) - South-East	15	503
54200	Kalamunda (S)	10	503
51820	Cockburn (C)	20	503
57490	Rockingham (C)	20	503
53780	Gosnells (C)	25	503
50210	Armadale (C)	25	503
57700	Serpentine-Jarrahdale (S)	25	503
54830	Kwinana (T)	20	503
53360	Exmouth (S)	5	509
55250	Meekatharra (S)	10	509
59250	Wiluna (S)	10	509
56620	Ngaanyatjarraku (S)	5	509
58470	Upper Gascoyne (S)	5	509
51540	Carnarvon (S)	5	509
56160	Murchison (S)	10	509
57770	Shark Bay (S)	5	509
52380	Cue (S)	10	509
56790	Northampton (S)	15	509
59590	Yalgoo (S)	10	509
57630	Sandstone (S)	10	509
56020	Mullewa (S)	15	509
55810	Mount Magnet (S)	10	509
51610	Chapman Valley (S)	15	509
53850	Greenough (S)	15	509
55670	Morawa (S)	15	509
57000	Perenjori (S)	15	509
55530	Mingenew (S)	15	509
54060	Irwin (S)	15	509
58260	Three Springs (S)	15	509
51470	Carnamah (S)	15	509
52030	Coorow (S)	15	509
53500	Geraldton (C)	15	509
59520	Wyndham-East Kimberley (S)	5	511
50980	Broome (S)	10	511
53920	Halls Creek (S)	5	511
52800	Derby-West Kimberley (S)	10	511
54480	Kent (S)	5	505
59380	Woodanilling (S)	5	505
54340	Katanning (S)	5	505
54550	Kojonup (S)	5	505
53640	Gnowangerup (S)	5	505
51050	Broomehill (S)	5	505
58120	Tambellup (S)	5	505
52240	Cranbrook (S)	10	505
54130	Jerramungup (S)	5	505
52730	Denmark (S)	10	505
57210	Plantagenet (S)	10	505
50140	Albany (S)	10	505
50070	Albany (T)	10	505
55880	Mount Marshall (S)	15	507
59660	Yilgarn (S)	15	507
52520	Dalwallinu (S)	10	507
55600	Moora (S)	5	507
55950	Mukinbudin (S)	15	507
54690	Koorda (S)	10	507
59030	Westonia (S)	15	507
59310	Wongan-Ballidu (S)	10	507
58540	Victoria Plains (S)	5	507
52940	Dowerin (S)	10	507
53570	Gingin (S)	5	507
56860	Nungarin (S)	15	507
58400	Trayning (S)	15	507
59450	Wyalkatchem (S)	10	507
53710	Goomalling (S)	10	507
51680	Chittering (S)	5	507
55460	Merredin (S)	15	507
58330	Toodyay (S)	10	507
54410	Kellerberrin (S)	15	507
58190	Tammin (S)	10	507
52450	Cunderdin (S)	10	507
56720	Northam (S)	10	507
56650	Northam (T)	10	507
59730	York (S)	10	507
51120	Bruce Rock (S)	15	507
56370	Narembeen (S)	15	507
57350	Quairading (S)	10	507
50560	Beverley (S)	10	507
52590	Dandaragan (S)	5	507
53220	East Pilbara (S)	5	510
57280	Port Hedland (T)	5	510
57560	Roebourne (S)	10	510
50250	Ashburton (S)	10	510
54970	Laverton (S)	5	508
55040	Leonora (S)	5	508
55390	Menzies (S)	5	508
54280	Kalgoorlie/Boulder (C)	5	508
51960	Coolgardie (S)	5	508
53080	Dundas (S)	10	508
57420	Ravensthorpe (S)	10	508
53290	Esperance (S)	10	508
56230	Murray (S)	5	504
50630	Boddington (S)	5	504
55110	Mandurah (C)	5	504
58820	Waroona (S)	5	504
53990	Harvey (S)	10	504
51890	Collie (S)	10	504
52660	Dardanup (S)	10	504
51190	Bunbury (C)	10	504
51400	Capel (S)	10	504
52870	Donnybrook-Balingup (S)	10	504
50770	Boyup Brook (S)	20	504
51260	Busselton (S)	15	504
50840	Bridgetown-Greenbushes (S)	20	504
56300	Nannup (S)	20	504
55180	Manjimup (S)	20	504
50280	Augusta-Margaret River (S)	15	504
52100	Corrigin (S)	10	506
54620	Kondinin (S)	10	506
50910	Brookton (S)	5	506
58680	Wandering (S)	5	506
57140	Pingelly (S)	5	506
54760	Kulin (S)	10	506
59100	Wickepin (S)	5	506
52310	Cuballing (S)	5	506
54900	Lake Grace (S)	10	506
59170	Williams (S)	5	506
56510	Narrogin (S)	5	506
56440	Narrogin (T)	5	506
53010	Dumbleyung (S)	5	506
58610	Wagin (S)	5	506
58890	West Arthur (S)	5	506
62811	Hobart (C) - Inner	1059	601
62610	Glenorchy (C)	43066	601
60410	Brighton (M)	12471	601
62812	Hobart (C) - Remainder	45617	601
64811	Sorell (M) - Pt A	9167	601
61410	Clarence (C)	47461	601
63611	Kingborough (M) - Pt A	24550	601
61511	Derwent Valley (M) - Pt A	6553	601
65010	Southern Midlands (M)	5324	601
65210	Tasman (M)	2256	601
64812	Sorell (M) - Pt B	947	601
62410	Glamorgan/Spring Bay (M)	4035	601
61010	Central Highlands (M)	2550	602
63010	Huon Valley (M)	12907	602
63612	Kingborough (M) - Pt B	2289	602
61512	Derwent Valley (M) - Pt B	2985	602
64011	Launceston (C) - Inner	428	603
64211	Meander Valley (M) - Pt A	6782	603
64611	Northern Midlands (M) - Pt A	6833	603
62211	George Town (M) - Pt A	5654	603
64012	Launceston (C) - Pt B	59178	603
65811	West Tamar (M) - Pt A	17107	603
62212	George Town (M) - Pt B	999	603
64612	Northern Midlands (M) - Pt B	4538	603
64013	Launceston (C) - Pt C	2825	603
65812	West Tamar (M) - Pt B	1766	603
64212	Meander Valley (M) - Pt B	9991	603
60210	Break O'Day (M)	5644	603
62010	Flinders (M)	924	603
61810	Dorset (M)	7095	603
60611	Burnie (C) - Pt A	17202	604
65411	Waratah/Wynyard (M) - Pt A	10666	604
63811	Latrobe (M) - Pt A	6958	604
61610	Devonport (C)	23814	604
60811	Central Coast (M) - Pt A	17148	604
63410	King Island (M)	1797	604
60612	Burnie (C) - Pt B	2081	604
63210	Kentish (M)	5331	604
61210	Circular Head (M)	8108	604
65412	Waratah/Wynyard (M) - Pt B	2684	604
60812	Central Coast (M) - Pt B	3232	604
63812	Latrobe (M) - Pt B	669	604
65610	West Coast (M)	6336	604
71052	Lee Point-Leanyer Swamp		701
71114	Tiwi		701
71014	Brinkin		701
71078	Nakara		701
71124	Wanguri		701
71048	Leanyer		701
71098	Rapid Creek		701
71004	Alawa		701
71118	Wagaman		701
71088	Nightcliff		701
71134	Wulagi		701
71074	Moil		701
71034	Jingili		701
71008	Anula		701
71068	Millner		701
71058	Malak		701
71024	Coconut Grove		701
71038	Karama		701
71064	Marrara		701
71138	City - Remainder (Darwin)		701
71054	Ludmilla		701
71028	Fannie Bay		701
71084	Narrows		701
71128	Winnellie		701
71094	Parap		701
71104	Stuart Park		701
71108	The Gardens		701
71044	Larrakeyah		701
71018	City - Inner (Darwin)		701
71169	East Arm		701
72824	Palmerston (T) Bal		701
72804	Driver		701
72808	Gray		701
72818	Woodroffe		701
72814	Moulden		701
72304	Litchfield (S) - Pt A		701
70609	Bathurst-Melville		702
74809	West Arnhem		702
73309	South Alligator		702
72000	Jabiru (T)		702
70700	Coomalie (CGC)		702
70809	Daly		702
70759	Cox-Finniss		702
71409	Elsey - Bal		702
72200	Katherine (T)		702
74409	Victoria		702
71809	Gulf		702
73409	Tableland		702
74009	Tennant Creek - Bal		702
73609	Tanami		702
73800	Tennant Creek (T)		702
73209	Sandover - Bal		702
70201	Alice Springs (T) - Charles		702
70207	Alice Springs (T) - Ross		702
70205	Alice Springs (T) - Larapinta		702
70208	Alice Springs (T) - Stuart		702
70203	Alice Springs (T) - Heavitree		702
73009	Petermann		702
72308	Litchfield (S) - Pt B		702
72409	Nhulunbuy		702
71209	East Arnhem - Bal		702
71609	Groote Eylandt		702
80089	805050089	1748	801
80189	805050189	4444	801
80239	805400239	620	801
80279	805100279	2519	801
80339	805250339	3440	801
80369	805350369	712	801
80459	805100459	2695	801
80549	805100549	55	801
80609	805250609	3430	801
80639	805050639	3093	801
80729	805100729	2525	801
80819	805250819	5932	801
80909	805050909	3024	801
81089	805201089	2859	801
81179	805101179	3313	801
81269	805151269	2210	801
81359	805251359	5805	801
81449	805051449	574	801
81549	805251549	3365	801
81629	805101629	2814	801
81719	805151719	5004	801
81809	805351809	2577	801
81889	805051889	2037	801
81989	805051989	3247	801
82079	805202079	3312	801
82139	805102139	706	801
82169	805052169	1906	801
82259	805102259	5969	801
82349	805252349	3463	801
82439	805152439	3379	801
82529	805202529	3040	801
82619	805102619	5430	801
82709	805102709	3760	801
82789	805352789	1365	801
82889	805102889	2307	801
82979	805352979	68	801
83069	805153069	3277	801
83159	805253159	3111	801
83249	805103249	3730	801
83289	805253289	6498	801
83339	805253339	3485	801
83379	805253379	937	801
83429	805353429	3796	801
83529	805403529	45	801
83609	805053609	2907	801
83689	805403689	320	801
83789	805353789	227	801
83879	805103879	2890	801
83969	805103969	3239	801
84059	805204059	2793	801
84149	805104149	4427	801
84239	805154239	2939	801
84329	805354329	10	801
84419	805154419	2545	801
84509	805254509	4346	801
84589	805354589	22	801
84779	805104779	8197	801
84869	805254869	17056	801
84959	805354959	1600	801
85049	805055049	16	801
85139	805105139	3925	801
85229	805055229	4097	801
85319	805155319	2618	801
85409	805105409	2912	801
85489	805255489	1688	801
85589	805105589	3745	801
85679	805105679	2433	801
85769	805055769	340	801
85859	805155859	2669	801
85949	805105949	3392	801
86039	805406039	3	801
86129	805256129	5740	801
86219	805356219	5629	801
86249	805406249	4409	801
86279	805406279	1788	801
86309	805356309	312	801
86389	805056389	4916	801
86489	805156489	733	801
86579	805256579	1908	801
86669	805106669	2547	801
86719	805406719	5157	801
86759	805356759	9	801
86849	805156849	2437	801
86939	805156939	1691	801
87029	805357029	107	801
87119	805357119	3104	801
87209	805057209	1581	801
87289	805257289	3585	801
87389	805207389	3296	801
87479	805057479	0	801
87569	805107569	2930	801
87659	805107659	2882	801
87749	805207749	2175	801
87839	805207839	98	801
87929	805357929	710	801
88019	805258019	4093	801
88109	805158109	2182	801
88189	805258189	62	801
88289	805058289	1848	801
88379	805258379	8722	801
88469	805208469	2637	801
88559	805058559	3748	801
88649	805108649	2611	801
88739	805208739	3298	801
88829	805208829	28	801
88919	805358919	2892	801
89009	810059009	396	801
91009	910051009	0	801
