Sla_id	Sla_name	TSD_Code
55740	Mosman Park (T)	501
56580	Nedlands (C)	501
56930	Peppermint Grove (S)	501
57071	Perth (C)- Inner	501
57072	Perth (C)- North	501
57073	Perth (C)- Outer	501
57074	Perth (C)- South	501
57075	Perth (C)- Wembley-Coastal	501
57840	South Perth (C)	501
57980	Subiaco (C)	501
50350	Bassendean (T)	502
50420	Bayswater (C)	502
50490	Belmont (C)	502
51330	Canning (C)	502
55320	Melville (C)	502
57911	Stirling (C)- Central	502
57912	Stirling (C)- West	502
57913	Stirling (C)- South-Eastern	502
50210	Armadale (C)	503
51820	Cockburn (C)	503
53780	Gosnells (C)	503
54200	Kalamunda (S)	503
54830	Kwinana (T)	503
56090	Mundaring (S)	503
57490	Rockingham (C)	503
57700	Serpentine-Jarrahdale (S)	503
58050	Swan (S)	503
58750	Wanneroo (C)	503
50280	Augusta-Margaret River (S)	504
50630	Boddington (S)	504
50770	Boyup Brook (S)	504
50840	Bridgetown-Greenbushes (S)	504
51190	Bunbury (C)	504
51260	Busselton (S)	504
51400	Capel (S)	504
51890	Collie (S)	504
52660	Dardanup (S)	504
52870	Donnybrook-Balingup (S)	504
53990	Harvey (S)	504
55110	Mandurah (C)	504
55180	Manjimup (S)	504
56230	Murray (S)	504
56300	Nannup (S)	504
58820	Waroona (S)	504
50070	Albany (T)	505
50140	Albany (S)	505
51050	Broomehill (S)	505
52240	Cranbrook (S)	505
52730	Denmark (S)	505
53640	Gnowangerup (S)	505
54130	Jerramungup (S)	505
54340	Katanning (S)	505
54480	Kent (S)	505
54550	Kojonup (S)	505
57210	Plantagenet (S)	505
58120	Tambellup (S)	505
59380	Woodanilling (S)	505
50910	Brookton (S)	506
52100	Corrigin (S)	506
52310	Cuballing (S)	506
53010	Dumbleyung (S)	506
54620	Kondinin (S)	506
54760	Kulin (S)	506
54900	Lake Grace (S)	506
56440	Narrogin (T)	506
56510	Narrogin (S)	506
57140	Pingelly (S)	506
58610	Wagin (S)	506
58680	Wandering (S)	506
58890	West Arthur (S)	506
59100	Wickepin (S)	506
59170	Williams (S)	506
50560	Beverley (S)	507
51120	Bruce Rock (S)	507
51680	Chittering (S)	507
52450	Cunderdin (S)	507
52520	Dalwallinu (S)	507
52590	Dandaragan (S)	507
52940	Dowerin (S)	507
53570	Gingin (S)	507
53710	Goomalling (S)	507
54410	Kellerberrin (S)	507
54690	Koorda (S)	507
55460	Merredin (S)	507
55600	Moora (S)	507
55880	Mount Marshall (S)	507
55950	Mukinbudin (S)	507
56370	Narembeen (S)	507
56650	Northam (T)	507
56720	Northam (S)	507
56860	Nungarin (S)	507
57350	Quairading (S)	507
58190	Tammin (S)	507
58330	Toodyay (S)	507
58400	Trayning (S)	507
58540	Victoria Plains (S)	507
59030	Westonia (S)	507
59310	Wongan-Ballidu (S)	507
59450	Wyalkatchem (S)	507
59660	Yilgarn (S)	507
59730	York (S)	507
51960	Coolgardie (S)	508
53080	Dundas (S)	508
53290	Esperance (S)	508
54280	Kalgoorlie/Boulder (C)	508
54970	Laverton (S)	508
55040	Leonora (S)	508
55390	Menzies (S)	508
57420	Ravensthorpe (S)	508
51470	Carnamah (S)	509
51540	Carnarvon (S)	509
51610	Chapman Valley (S)	509
52030	Coorow (S)	509
52380	Cue (S)	509
53360	Exmouth (S)	509
53500	Geraldton (C)	509
53850	Greenough (S)	509
54060	Irwin (S)	509
55250	Meekatharra (S)	509
55530	Mingenew (S)	509
55670	Morawa (S)	509
55810	Mount Magnet (S)	509
56020	Mullewa (S)	509
56160	Murchison (S)	509
56790	Northampton (S)	509
57000	Perenjori (S)	509
57630	Sandstone (S)	509
57770	Shark Bay (S)	509
58260	Three Springs (S)	509
58470	Upper Gascoyne (S)	509
59240	Wiluna (S)	509
59590	Yalgoo (S)	509
50250	Ashburton (S)	510
53220	East Pilbara (S)	510
57280	Port Hedland (T)	510
57560	Roebourne (S)	510
50980	Broome (S)	511
52800	Derby-West Kimberley (S)	511
53920	Halls Creek (S)	511
59520	Wyndham-East Kimberley (S)	511
60301	Brighton (M)- Pt A	601
60302	Brighton (M)- Pt B	601
60800	Clarence (C)	601
61600	Glamorgan (M)	601
61700	Glenorchy (C)	601
61900	Green Ponds (M)	601
62101	Hobart (C)- Inner	601
62102	Hobart (C)- Remainder	601
62501	Kingborough (M)- Pt A	601
63001	New Norfolk (M)- Pt A	601
63100	Oatlands (M)	601
63600	Richmond (M)	601
64101	Sorell (M)- Pt A	601
64102	Sorell (M)- Pt B	601
64200	Spring Bay (M)	601
64400	Tasman (M)	601
60200	Bothwell (M)	602
60400	Bruny (M)	602
61100	Esperance (M)	602
62000	Hamilton (M)	602
62200	Huon (M)	602
62502	Kingborough (M)- Pt B	602
63002	New Norfolk (M)- Pt B	602
63300	Port Cygnet (M)	602
60101	Beaconsfield (M)- Pt A	603
60102	Beaconsfield (M)- Pt B	603
60600	Campbell Town (M)	603
60900	Deloraine (M)	603
61201	Evandale (M)- Pt A	603
61202	Evandale (M)- Pt B	603
61300	Fingal (M)	603
61400	Flinders (M)	603
61501	George Town (M)- Pt A	603
61502	George Town (M)- Pt B	603
62701	Launceston (C)- Inner	603
62703	Launceston (C)- Pt B	603
62704	Launceston (C)- Pt C	603
62901	Longford (M)- Pt A	603
62902	Longford (M)- Pt B	603
63400	Portland (M)	603
63700	Ringarooma (M)	603
63800	Ross (M)	603
64000	Scottsdale (M)	603
64701	Westbury (M)- Pt A	603
64702	Westbury (M)- Pt B	603
60501	Burnie (C)- Pt A	604
60502	Burnie (C)- Pt B	604
60700	Circular Head (M)	604
61000	Devonport (C)	604
62300	Kentish (M)	604
62400	King Island (M)	604
62601	Latrobe (M)- Pt A	604
62602	Latrobe (M)- Pt B	604
62950	Lyell (M)	604
63201	Penguin (M)- Pt A	604
63202	Penguin (M)- Pt B	604
64300	Strahan (M)	604
64501	Ulverstone (M)- Pt A	604
64502	Ulverstone (M)- Pt B	604
64600	Waratah (M)	604
64801	Wynyard (M)- Pt A	604
64802	Wynyard (M)- Pt B	604
64900	Zeehan (M)	604
71004	Alawa	701
71008	Anula	701
71014	Brinkin	701
71018	City - Inner	701
71024	Coconut Grove	701
71028	Fannie Bay	701
71034	Jingili	701
71038	Karama	701
71044	Larrakeyah	701
71048	Leanyer	701
71052	Lee Point-Leanyer Swamp	701
71054	Ludmilla	701
71058	Malak	701
71064	Marrara	701
71068	Millner	701
71074	Moil	701
71078	Nakara	701
71084	Narrows	701
71088	Nightcliff	701
71094	Parap	701
71098	Rapid Creek	701
71104	Stuart Park	701
71108	The Gardens	701
71114	Tiwi	701
71118	Wagaman	701
71124	Wanguri	701
71128	Winnellie	701
71134	Wulagi	701
71138	City - Remainder	701
71169	East Arm	701
72804	Driver	701
72808	Gray	701
72814	Moulden	701
72818	Woodroffe	701
72824	Palmerston (T)Bal	701
72304	Litchfield (S)- Pt A	701
70200	Alice Springs (T)	702
70609	Bathurst-Melville	702
70700	Coomalie (CGC)	702
70759	Cox-Finniss	702
70809	Daly	702
71209	East Arnhem - Bal	702
71409	Elsey - Bal	702
71609	Groote Eylandt	702
71809	Gulf	702
72000	Jabiru (T)	702
72200	Katherine (T)	702
72308	Litchfield (S)- Pt B	702
72409	Nhulunbuy	702
73009	Petermann	702
73209	Sandover - Bal	702
73309	South Alligator	702
73409	Tableland	702
73609	Tanami	702
73800	Tennant Creek (T)	702
74009	Tennant Creek - Bal	702
74409	Victoria	702
74809	West Arnhem	702
80089	Acton	801
80189	Ainslie	801
80279	Aranda	801
80369	Barton	801
80459	Belconnen Town Centre	801
80549	Belconnen - SSD Bal	801
80609	Bonython	801
80639	Braddon	801
80729	Bruce	801
80819	Calwell	801
80909	Campbell	801
81089	Chapman	801
81179	Charnwood	801
81269	Chifley	801
81359	Chisholm	801
81449	City	801
81629	Cook	801
81719	Curtin	801
81809	Deakin	801
81889	Dickson	801
81989	Downer	801
82079	Duffy	801
82169	Duntroon	801
82259	Evatt	801
82349	Fadden	801
82439	Farrer	801
82529	Fisher	801
82619	Florey	801
82709	Flynn	801
82789	Forrest	801
82889	Fraser	801
82979	Fyshwick	801
83069	Garran	801
83159	Gilmore	801
83249	Giralang	801
83289	Gordon	801
83339	Gowrie	801
83379	Greenway	801
83429	Griffith	801
83519	Gungahlin	801
83609	Hackett	801
83689	Hall	801
83789	Harman	801
83879	Hawker	801
83969	Higgins	801
84059	Holder	801
84149	Holt	801
84239	Hughes	801
84329	Hume	801
84419	Isaacs	801
84509	Isabella Plains	801
84589	Jerrabomberra	801
84779	Kaleen	801
84869	Kambah	801
84959	Kingston	801
85049	Kowen	801
85139	Latham	801
85229	Lyneham	801
85319	Lyons	801
85409	McKellar	801
85489	Macarthur	801
85589	Macgregor	801
85679	Macquarie	801
85769	Majura	801
85859	Mawson	801
85949	Melba	801
86039	Mitchell	801
86129	Monash	801
86219	Narrabundah	801
86309	Oaks Estate	801
86389	O	801
86489	O	801
86579	Oxley	801
86669	Page	801
86759	Parkes	801
86849	Pearce	801
86939	Phillip	801
87029	Pialligo	801
87119	Red Hill	801
87209	Reid	801
87289	Richardson	801
87389	Rivett	801
87479	Russell	801
87569	Scullin	801
87659	Spence	801
87749	Stirling	801
87839	Stromlo	801
87929	Symonston	801
88019	Theodore	801
88109	Torrens	801
88189	Tuggeranong - SSD Bal	801
88289	Turner	801
88379	Wanniassa	801
88469	Waramanga	801
88559	Watson	801
88649	Weetangera	801
88739	Weston	801
88829	Weston Creek - SSD Bal	801
88919	Yarralumla	801
89009	Remainder of ACT	801
84689	Jervis Bay Territory	801
11300	Burwood (M)	102
18859	Lord Howe Island	107
13600	Goondiwindi	308
35250	Mornington (S)	315
38809	Unicorporated Islands	315
37081	Townsville (C)Bal	313
48899	Unincorporated Western	402
48969	Unincorporated Yorke	409
